Customer Code,Capacity in KW,State,District,Latitude,Longitude,Total Cost (Rs),CFA (Rs),Commissioning Date(installation date),Approval Number,Financial Year,Installed by Agency
20357,5.00,HARYANA,Hisar,29.1335447,75.740502800000,350000,0.00,08-02-2017,---,---,ESharp Solar Solution Pvt. Ltd.
20355,19.00,HARYANA,Sirsa,29.5401896,75.022141599999,1292000,0.00,03-02-2017,---,---,ESharp Solar Solution Pvt. Ltd.
20350,7.00,HARYANA,Hisar,29.1387172,75.736635100000,504000,0.00,07-01-2017,---,---,ESharp Solar Solution Pvt. Ltd.
20349,7.00,UTTAR PRADESH,Ghaziabad,28.657051095002,77.371290922164,560000,0.00,01-09-2016,---,---,Sanridh Solar Pvt Ltd
20338,15.00,HARYANA,Hisar,29.1491875,75.721652700000,0,0.00,02-02-2017,---,---,ESharp Solar Solution Pvt. Ltd.
20326,5.00,KARNATAKA,Bangalore,12.966315,77.505086,5,0.00,10-01-2017,---,---,SUN ZONE SOLAR SYSTEMS
20309,2.00,GUJARAT,Bharuch,21.7051358,72.995874800000,0,0.00,13-01-2016,---,---,Mainframe  energy Solutions pvt ltd
20306,2.00,GUJARAT,Surat,21.1702401,72.831060700000,0,0.00,12-01-2016,---,---,Mainframe  energy Solutions pvt ltd
20303,2.00,GUJARAT,Surat,21.1702401,72.831060700000,0,0.00,09-02-2016,---,---,Mainframe  energy Solutions pvt ltd
20302,2.00,GUJARAT,Bharuch,21.7051358,72.995874800000,0,0.00,19-01-2016,---,---,Mainframe  energy Solutions pvt ltd
20233,50.00,ANDHRA PRADESH,West Godavari,16.483458,81.5713422,0,0.00,11-02-2017,---,---,Argo Solar Private Limited
20232,8.00,MAHARASHTRA,Bid,19.057409644129,75.759516656398,0,0.00,11-08-2016,---,---,Aditya Green Energy Pvt. Ltd.
20210,3.00,GUJARAT,Vadodara,22.326864727293,73.156113750301,207000,62100.00,17-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
20208,2.00,GUJARAT,Mahesana,23.694856059535,72.795464303344,138000,41400.00,25-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
20203,2.50,GUJARAT,Sabar Kantha,23.613140566658,72.937819445505,172500,51750.00,13-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
20195,3.00,GUJARAT,Vadodara,22.308444041145,73.170592440292,207000,62100.00,31-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
20192,52.50,TELANGANA,Medak,17.505395213453,78.328265547752,0,0.00,12-06-2016,---,---,Akshaya Solar Power India Private Limited
20188,50.00,MAHARASHTRA,Latur,18.412820665798,76.544019877910,0,0.00,10-05-2016,---,---,Aditya Green Energy Pvt. Ltd.
20185,84.00,TELANGANA,Rangareddy,17.472597,78.311928599999,0,0.00,12-06-2016,---,---,Akshaya Solar Power India Private Limited
20182,3.00,GUJARAT,Vadodara,22.341006868427,73.199967993423,207000,62100.00,01-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
20173,3.00,GUJARAT,Vadodara,22.291434,73.149427399999,207000,62100.00,05-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
20171,10.00,TAMIL NADU,Chennai,28.587708287276,77.234946370163,0,0.00,24-07-2015,---,---,AARGEE EQUIPMENTS PRIVATE LIMITED
20170,3.00,GUJARAT,Vadodara,22.316575108617,73.149311668239,207000,62100.00,26-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
20167,5.00,GUJARAT,Vadodara,22.294306045317,73.153469092212,345000,103500.00,29-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
20161,10.00,NCT OF DELHI,North West,28.7974765,77.033449900000,0,0.00,07-02-2017,---,---,ALLIANCE SOLAR PRIVATE LIMITED
20153,100.00,HARYANA,Palwal,28.2064985,77.271471499999,0,0.00,31-03-2016,---,---,Sunkalp Energy (A unit of BD Khanna Estates Pvt Ltd)
20146,10.00,KARNATAKA,Bangalore,12.9421166,77.575360899999,848850,0.00,27-05-2016,---,---,SolarApps Energy Private Limited
20144,5.40,MAHARASHTRA,Thane,19.264398558224,73.173167109489,500000,0.00,01-06-2016,---,---,Indus Instruments Pvt Ltd
20140,5.00,GUJARAT,Ahmadabad,23.081850347831,72.534868314396,0,0.00,21-03-2016,---,---,SAURA SYNERGIES PVT LTD
20137,5.00,GUJARAT,Ahmadabad,23.026959781630,72.525920465122,0,0.00,29-03-2015,---,---,SAURA SYNERGIES PVT LTD
20136,5.00,GUJARAT,Ahmadabad,23.023956826438,72.549230202566,0,0.00,29-03-2015,---,---,SAURA SYNERGIES PVT LTD
20135,15.00,GUJARAT,Ahmadabad,23.021346311661,72.491612329613,0,0.00,14-06-2014,---,---,SAURA SYNERGIES PVT LTD
20132,15.00,GUJARAT,Ahmadabad,23.019514601144,72.529726519715,0,0.00,29-03-2015,---,---,SAURA SYNERGIES PVT LTD
20131,15.00,GUJARAT,Ahmadabad,22.379465151341,71.975458441302,0,0.00,27-03-2014,---,---,SAURA SYNERGIES PVT LTD
20125,20.00,GUJARAT,Ahmadabad,22.974532381853,72.639009102713,0,0.00,13-06-2015,---,---,SAURA SYNERGIES PVT LTD
20109,20.00,GUJARAT,Ahmadabad,22.970388809373,72.589199035428,0,0.00,23-07-2015,---,---,SAURA SYNERGIES PVT LTD
20106,100.00,GUJARAT,Bhavnagar,21.749072089050,72.137238769792,0,0.00,28-03-2014,---,---,SAURA SYNERGIES PVT LTD
20105,100.00,GUJARAT,Gandhinagar,23.126900566657,72.827794938348,0,0.00,07-06-2014,---,---,SAURA SYNERGIES PVT LTD
20104,15.00,KARNATAKA,Ramanagara,12.649109789761,77.187728583812,0,0.00,03-02-2017,---,---,Bunt solar India Pvt Ltd
20103,81.00,GUJARAT,Ahmadabad,23.088908639666,72.663665204308,0,0.00,28-03-2014,---,---,SAURA SYNERGIES PVT LTD
20100,7.00,TAMIL NADU,Tiruchirappalli,10.8065863,78.684313699999,0,0.00,05-04-2016,---,---,JR Communications & Power Controls Pvt. Ltd.
20096,10.00,KARNATAKA,Mysore,12.289070149410,76.599782332777,0,0.00,04-02-2017,---,---,Bunt solar India Pvt Ltd
20094,15.00,KARNATAKA,Mysore,12.297508259161,76.610240265727,0,0.00,31-01-2017,---,---,Bunt solar India Pvt Ltd
20043,100.00,KARNATAKA,Udupi,13.490570476717,74.711089432239,0,0.00,04-02-2017,---,---,Bunt solar India Pvt Ltd
20042,3.36,KARNATAKA,Bangalore,12.8549222,77.788117599999,109000,0.00,27-04-2016,---,---,SolarApps Energy Private Limited
20024,15.00,JAMMU and KASHMIR,Udhampur,28.588014137719,77.234026193618,1298279,0.00,24-11-2016,---,---,GreenSOl Renewable Power Pvt Ltd
20001,5.00,TAMIL NADU,The Nilgiris,11.3530022,76.7959095,0,0.00,02-02-2017,---,---,Aura Renewable Energy Pvt Ltd
19994,12.50,CHANDIGARH,Chandigarh,30.692182000000,76.782828,0,0.00,12-01-2017,---,---,Aura Renewable Energy Pvt Ltd
19985,25.00,UTTAR PRADESH,Lucknow,26.7804224,80.995534599999,0,0.00,02-01-2017,---,---,Aura Renewable Energy Pvt Ltd
19929,5.00,UTTAR PRADESH,Lucknow,26.8891554,80.943582200000,393750,0.00,22-09-2016,---,---,Pushpa Sales Private Limited
19893,55.00,TAMIL NADU,Viluppuram,11.668474724695,79.265627861022,4000000,0.00,22-08-2016,---,---,Tamilnadu Energy Solutionss Private Limited
19879,100.00,RAJASTHAN,Jaipur,26.889754,75.823155999999,7949000,2384700.00,21-12-2016,5/1/2013-14/RT,2013-2014,Rajasthan Renewable Energy Corporation Limited (RRECL)
19867,10.00,KARNATAKA,Bangalore,12.9760059,77.602211799999,0,0.00,03-11-2014,---,---,U SOLAR CLEAN ENERGY SOLUTIONS PVT LTD
19865,200.00,KARNATAKA,Bangalore,13.0760103,77.809998400000,0,0.00,22-03-2015,---,---,U SOLAR CLEAN ENERGY SOLUTIONS PVT LTD
19864,20.00,TAMIL NADU,Coimbatore,11.019248,76.950442999999,0,0.00,23-07-2014,---,---,Tamilnadu Energy Solutionss Private Limited
19861,15.00,TAMIL NADU,Coimbatore,11.1417526,76.9455815,0,0.00,02-06-2015,---,---,Tamilnadu Energy Solutionss Private Limited
19859,8.00,GUJARAT,Gandhinagar,23.022505,72.571362099999,0,0.00,30-08-2016,---,---,Elsol Energy Systems
19853,100.00,GUJARAT,Ahmadabad,23.096081055571,72.666733651421,0,0.00,10-03-2011,---,---,SAURA SYNERGIES PVT LTD
19851,100.00,GUJARAT,Gandhinagar,23.118323718603,72.471275716088,0,0.00,22-03-2014,---,---,SAURA SYNERGIES PVT LTD
19850,96.00,GUJARAT,Patan,23.8849359,72.370120900000,5472000,0.00,09-02-2017,---,---,Euro Solar System
19847,90.00,GUJARAT,Rajkot,22.154893842132,70.791566460393,0,0.00,23-04-2015,---,---,SAURA SYNERGIES PVT LTD
19844,100.00,GUJARAT,Gandhinagar,23.113912977618,72.472359328530,0,0.00,31-03-2015,---,---,SAURA SYNERGIES PVT LTD
19843,100.00,GUJARAT,Kachchh,22.790530380888,69.697249112650,0,0.00,09-07-2015,---,---,SAURA SYNERGIES PVT LTD
19840,100.00,GUJARAT,Vadodara,22.534224194566,73.457499830983,0,0.00,30-03-2016,---,---,SAURA SYNERGIES PVT LTD
19837,280.00,GUJARAT,Anand,22.537229742235,72.926097689196,0,0.00,28-03-2016,---,---,SAURA SYNERGIES PVT LTD
19835,289.00,MAHARASHTRA,Thane,19.501339547958,72.909248471260,18785000,0.00,30-09-2016,---,---,SAURA SYNERGIES PVT LTD
19827,61.00,KARNATAKA,Bangalore Rural,13.2846993,77.607786499999,0,0.00,29-03-2016,---,---,U SOLAR CLEAN ENERGY SOLUTIONS PVT LTD
19810,31.50,UTTAR PRADESH,Noida,28.6003339,77.335188399999,0,0.00,10-02-2017,---,---,SOLARIS POWER PRIVATE LIMITED
19808,10.00,KARNATAKA,Bangalore,12.9226373,77.617444200000,9750000,0.00,21-04-2016,---,---,SolarApps Energy Private Limited
19799,20.00,MAHARASHTRA,Pune,18.4579731,73.812312199999,0,0.00,13-02-2017,---,---,LeanWay Energy Private Limited
19794,10.00,KERALA,Thiruvananthapuram,8.5017139403659,76.953833341617,0,0.00,14-06-2015,---,---,Soura Natural Energy Solutions India Pvt Ltd
19791,10.00,KERALA,Ernakulam,9.9922090746586,76.289004921932,0,0.00,14-06-2015,---,---,Soura Natural Energy Solutions India Pvt Ltd
19779,20.00,NCT OF DELHI,South,28.5357628,77.276432900000,1175000,0.00,15-09-2016,---,---,8Minutes Future Energy Pvt. Ltd.
19701,20.00,KARNATAKA,Bangalore,12.7105259,77.691129499999,1500000,0.00,27-09-2016,---,---,SolarApps Energy Private Limited
19697,30.00,MAHARASHTRA,Thane,28.588611290230,77.234921632334,0,0.00,01-03-2016,---,---,Enginemates Heat Transfer Pvt Ltd
19694,2.00,GUJARAT,Ahmadabad,23.0569687,72.557404599999,138000,41400.00,03-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
19692,7.50,GUJARAT,Ahmadabad,23.0274971,72.484644500000,517500,155250.00,08-12-2016,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
19691,4.00,GUJARAT,Rajkot,22.266523561157,70.795963816344,276000,82800.00,30-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
19687,1.00,GUJARAT,Ahmadabad,22.955592,72.4221159,69000,20700.00,09-12-2016,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
19686,1.00,GUJARAT,Rajkot,22.294935195397,70.762371327728,69000,20700.00,03-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
19680,1.00,GUJARAT,Rajkot,22.302163412778,70.767253451049,69000,20700.00,28-12-2016,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
19676,3.00,GUJARAT,Rajkot,22.291005840163,70.783389620482,207000,62100.00,16-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
19674,2.00,GUJARAT,Ahmadabad,23.022505,72.571362099999,138000,41400.00,03-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
19673,3.00,GUJARAT,Rajkot,22.287023325214,70.782734658569,207000,62100.00,12-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
19669,4.00,GUJARAT,Ahmadabad,23.0561988,72.562473299999,276000,82800.00,28-12-2016,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
19659,1.00,GUJARAT,Ahmadabad,23.0603591,72.553502299999,69000,20700.00,30-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
19657,5.00,GUJARAT,Ahmadabad,23.066357532734,72.514097518287,345000,103500.00,20-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
19656,1.00,GUJARAT,Ahmadabad,22.996234845274,72.597087747417,69000,20700.00,27-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
19655,2.00,GUJARAT,Ahmadabad,23.013364488118,72.541110171005,138000,41400.00,27-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
19653,5.00,TAMIL NADU,Tiruchirappalli,10.789804735857,78.693232387304,480000,0.00,20-01-2017,---,---,CONTURA SOLAR (INDIA) PVT. LTD.
19652,5.00,GUJARAT,Ahmadabad,23.044486,72.504358000000,345000,103500.00,20-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
19648,10.00,GUJARAT,Ahmadabad,23.037764,72.504,690000,207000.00,07-12-2016,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
19645,10.20,TAMIL NADU,Tiruchirappalli,10.793053,78.694717999999,1048500,0.00,10-01-2017,---,---,CONTURA SOLAR (INDIA) PVT. LTD.
19629,1.00,GUJARAT,Ahmadabad,23.029795433148,72.462,69000,20700.00,28-12-2016,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
19627,2.00,GUJARAT,Ahmadabad,23.0332,72.4664,138000,41400.00,28-12-2016,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
19619,3.00,GUJARAT,Ahmadabad,23.038063608605,72.504,207000,62100.00,04-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
19610,1.00,TAMIL NADU,Thiruvarur,10.7348922,79.657929299999,90000,0.00,25-06-2016,---,---,RADIANZ ENERGY PRIVATE LIMITED
19297,40.61,HARYANA,Gurgaon,28.4541386,76.974747299999,0,0.00,17-11-2016,---,---,Linear Energy Private Limited
19296,10.00,ORISSA,Khordha,20.2626719,85.845053900000,0,0.00,18-10-2016,---,---,Linear Energy Private Limited
19293,10.00,CHHATTISGARH,Raipur,21.228213,81.659329000000,0,0.00,22-04-2016,---,---,Linear Energy Private Limited
19276,25.00,MAHARASHTRA,Nagpur,21.1233688,79.058049400000,0,0.00,18-03-2016,---,---,Linear Energy Private Limited
19270,10.00,KARNATAKA,Bangalore,12.9403959,77.550552799999,9,0.00,10-02-2017,---,---,SUN ZONE SOLAR SYSTEMS
19269,40.00,NCT OF DELHI,South West,28.493046172562,77.132053468376,0,0.00,05-01-2016,---,---,Linear Energy Private Limited
19264,10.00,KARNATAKA,Bangalore,13.0576551,77.593289099999,9,0.00,10-02-2017,---,---,SUN ZONE SOLAR SYSTEMS
19250,20.00,CHANDIGARH,Chandigarh,30.743891,76.783817,0,0.00,04-11-2015,---,---,Linear Energy Private Limited
19100,7.00,TAMIL NADU,Tiruchirappalli,10.7811939,78.775955899999,590000,0.00,30-06-2016,---,---,JR Communications & Power Controls Pvt. Ltd.
19091,5.00,TELANGANA,Hyderabad,17.236522137828,78.667130470275,0,0.00,14-10-2015,---,---,ReEnergy Infra Pvt Ltd.
19079,7.00,TAMIL NADU,Tiruchirappalli,10.883460887450,78.814995288848,0,0.00,30-12-2015,---,---,JR Communications & Power Controls Pvt. Ltd.
19064,20.00,TELANGANA,Hyderabad,17.4457203,78.390641500000,0,0.00,21-09-2015,---,---,ReEnergy Infra Pvt Ltd.
19027,18.50,TELANGANA,Hyderabad,17.4726014,78.3124947,0,0.00,05-08-2015,---,---,ReEnergy Infra Pvt Ltd.
19023,18.50,TELANGANA,Hyderabad,17.4724872,78.312235999999,0,0.00,05-08-2015,---,---,ReEnergy Infra Pvt Ltd.
19006,100.00,TELANGANA,Mahbubnagar,17.0994701,78.290323899999,0,0.00,14-07-2015,---,---,ReEnergy Infra Pvt Ltd.
18998,3.00,ANDHRA PRADESH,Guntur,16.127552,80.520515400000,0,0.00,23-06-2015,---,---,ReEnergy Infra Pvt Ltd.
18994,25.00,ANDHRA PRADESH,Kurnool,15.481953515429,78.472099886275,0,0.00,07-05-2015,---,---,ReEnergy Infra Pvt Ltd.
18932,12.00,MAHARASHTRA,Latur,18.389841719468,76.560577154159,0,0.00,04-02-2017,---,---,SRI VENKTESH SOLAR SOLUTIONS
18910,10.08,HARYANA,Faridabad,28.348341604121,77.306027412414,734000,0.00,12-12-2016,---,---,Spektron Solar Pvt Ltd.
18879,20.00,NCT OF DELHI,North,28.685312538101,77.220505136065,0,0.00,04-02-2014,---,---,C&S; Electric Limited
18877,30.00,NCT OF DELHI,North West,28.780238832816,77.140454024086,0,0.00,04-02-2014,---,---,C&S; Electric Limited
18866,10.00,TAMIL NADU,Chennai,28.586686121495,77.235085845031,0,0.00,18-02-2015,---,---,AARGEE EQUIPMENTS PRIVATE LIMITED
18847,11.00,RAJASTHAN,Jaipur,26.862570197771,75.799350582528,0,0.00,02-03-2016,---,---,KASLIWAL TRADING CORPORATION
18839,15.00,KARNATAKA,Mysore,12.310579217491,76.643596887588,0,0.00,14-09-2016,---,---,PROLIGHT SYSTEMS
18830,3.00,KARNATAKA,Bangalore,12.907214856946,77.579349875450,0,0.00,14-12-2016,---,---,PROLIGHT SYSTEMS
18826,60.00,DAMAN and DIU,Daman,20.389662972731,72.859401879832,0,0.00,29-03-2016,---,---,Parimal Clean Energy Systems Pvt. Limited
18803,7.00,UTTAR PRADESH,Lucknow,28.587694970510,77.232395410537,490000,0.00,24-09-2016,---,---,SUNdigo Solar Solutions
18798,6.00,GUJARAT,Vadodara,22.292711578263,73.157219197601,414000,124200.00,30-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
18796,5.00,GUJARAT,Vadodara,22.292770286801,73.131850613281,345000,103500.00,30-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
18795,1.00,GUJARAT,Surat,21.1702401,72.831060700000,69000,0.00,05-01-2017,---,---,Powertrac Solar Projects Limited
18794,2.50,MAHARASHTRA,Pune,28.574203200314,77.225711345672,200000,0.00,31-01-2017,---,---,AEGASUN Energy LLP
18793,5.00,GUJARAT,Vadodara,22.2945396,73.169543699999,345000,103500.00,11-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
18791,3.00,GUJARAT,Vadodara,22.291839710912,73.149312548339,207000,62100.00,29-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
18787,5.00,GUJARAT,Vadodara,22.2945396,73.169543699999,345000,103500.00,11-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
18785,1.00,GUJARAT,Vadodara,22.268730142067,73.181648505851,69000,20700.00,28-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
18784,10.00,NCT OF DELHI,New Delhi,28.6516999,77.165249599999,840000,0.00,09-01-2017,---,---,Puri Power Private Limited
18783,500.00,UTTARAKHAND,Hardwar,30.101143675874,77.870815806090,34823000,24080000.00,13-01-2017,03/87/2015-16/GCRT,2015-2016,Uttrakhand Renewable Energy Development Agency (UREDA)
18778,10.00,KARNATAKA,Udupi,12.9141417,74.855956800000,750000,0.00,15-04-2016,---,---,SolarApps Energy Private Limited
18777,5.10,GUJARAT,Vadodara,22.32,73.179405948612,345000,103500.00,28-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
18763,324.00,NCT OF DELHI,West,28.6091309,77.035068599999,23004000,7776000.00,10-02-2017,5/38/2013-14/RT,2014-2015,Delhi - Energy Efficiency & Renewable Energy Management Centre
18747,432.00,NCT OF DELHI,North,28.7499867,77.118313700000,30672000,10368000.00,10-02-2017,5/38/2013-14/RT,2014-2015,Delhi - Energy Efficiency & Renewable Energy Management Centre
18739,812.00,PUNJAB,Ludhiana,30.787514401089,75.740743875503,0,0.00,09-02-2017,---,---,SolarSquare Energy Private Limited
18700,500.00,UTTARAKHAND,Hardwar,29.758892308032,77.929692012257,34826000,24080000.00,10-01-2017,03/87/2015-16/GCRT,2015-2016,Uttrakhand Renewable Energy Development Agency (UREDA)
18656,25.00,MAHARASHTRA,Nashik,20.113012263642,73.936164379119,1650000,0.00,03-08-2016,---,---,HINDUSTAN SYSTEM
18652,25.00,GUJARAT,Bharuch,21.7051358,72.995874800000,0,0.00,07-04-2015,---,---,Mainframe  energy Solutions pvt ltd
18636,10.00,UTTAR PRADESH,Lucknow,26.7906586,80.933776800000,620800,0.00,20-01-2017,---,---,Pushpa Sales Private Limited
18633,7.00,TAMIL NADU,Coimbatore,11.038568745628,77.078505725803,0,0.00,30-09-2016,---,---,Prosun Energy Private Limited
18632,2.50,UTTAR PRADESH,Barabanki,26.9400001,81.190000000000,0,0.00,25-08-2015,---,---,Mainframe  energy Solutions pvt ltd
18630,5.00,UTTAR PRADESH,Varanasi,25.3176452,82.973914400000,0,0.00,24-06-2015,---,---,Mainframe  energy Solutions pvt ltd
18626,15.00,HARYANA,Karnal,29.6856929,76.990482499999,0,0.00,17-11-2015,---,---,Mainframe  energy Solutions pvt ltd
18625,12.00,HARYANA,Karnal,29.6856929,76.990482499999,0,0.00,16-12-2014,---,---,Mainframe  energy Solutions pvt ltd
18624,20.00,HARYANA,Palwal,28.148736199999,77.332026199999,0,0.00,13-10-2015,---,---,Mainframe  energy Solutions pvt ltd
18621,35.00,HARYANA,Faridabad,28.4089123,77.317789400000,0,0.00,07-05-2014,---,---,Mainframe  energy Solutions pvt ltd
18620,10.00,UTTAR PRADESH,Deoria,26.4270039,83.804867999999,0,0.00,11-02-2014,---,---,Mainframe  energy Solutions pvt ltd
18617,10.00,UTTAR PRADESH,Deoria,26.4270039,83.804867999999,0,0.00,20-06-2015,---,---,Mainframe  energy Solutions pvt ltd
18615,25.00,MAHARASHTRA,Pune,18.5204303,73.856743699999,0,0.00,18-08-2015,---,---,Mainframe  energy Solutions pvt ltd
18614,5.00,MAHARASHTRA,Pune,18.5204303,73.856743699999,0,0.00,01-01-2015,---,---,Mainframe  energy Solutions pvt ltd
18611,60.00,HARYANA,Panipat,29.3909464,76.963502300000,0,0.00,02-02-2015,---,---,Mainframe  energy Solutions pvt ltd
18602,10.00,KARNATAKA,Mysore,28.588887509379,77.233637273311,800000,0.00,30-01-2017,---,---,GreenSOl Renewable Power Pvt Ltd
18600,100.00,JAMMU and KASHMIR,Srinagar,34.0786607,74.765891799999,0,0.00,18-05-2005,---,---,Mainframe  energy Solutions pvt ltd
18586,2.00,KARNATAKA,Bangalore,12.9206535,77.629818600000,0,0.00,20-01-2012,---,---,U SOLAR CLEAN ENERGY SOLUTIONS PVT LTD
18573,10.00,MAHARASHTRA,Nashik,20.0645372,73.892105099999,0,0.00,26-01-2017,---,---,Yashika Energy Systems Private Limited
18565,30.00,MAHARASHTRA,Nashik,20.064396742634,73.892535567283,0,0.00,26-01-2017,---,---,Yashika Energy Systems Private Limited
18563,197.16,NCT OF DELHI,West,28.5800653,77.059753499999,13998360,4731840.00,09-02-2017,5/38/2013-14/RT,2014-2015,Delhi - Energy Efficiency & Renewable Energy Management Centre
18560,2.00,GUJARAT,Ahmadabad,23.0436985,72.565932999999,138000,0.00,31-01-2017,---,---,Powertrac Solar Projects Limited
18559,75.02,NCT OF DELHI,East,28.674038394495,77.281745374202,5326420,1800480.00,09-02-2017,5/38/2013-14/RT,2014-2015,Delhi - Energy Efficiency & Renewable Energy Management Centre
18554,2.00,GUJARAT,Ahmadabad,23.0246339,72.469559300000,138000,0.00,16-01-2017,---,---,Powertrac Solar Projects Limited
18536,2.00,GUJARAT,Vadodara,22.3002922,73.157686799999,138000,0.00,15-12-2016,---,---,Powertrac Solar Projects Limited
18530,6.00,PUNJAB,Ludhiana,30.881047386578,75.848761796951,0,0.00,20-01-2017,---,---,HIIGHGROUND ENERGY PVT. LTD
18529,10.00,PUNJAB,Ludhiana,30.894067085283,75.867657959461,0,0.00,20-01-2017,---,---,HIIGHGROUND ENERGY PVT. LTD
18527,50.00,GUJARAT,Ahmadabad,28.587139949196,77.235640883445,0,0.00,20-11-2016,---,---,Elsol Energy Systems
18525,50.00,UTTAR PRADESH,Kannauj,27.071654130559,79.858198161819,0,0.00,07-02-2017,---,---,Manhari Powertech (P) Ltd.
18524,3.00,MAHARASHTRA,Nashik,20.001156663358,73.767053782939,350000,0.00,26-01-2017,---,---,P P Gogad
18516,50.00,RAJASTHAN,Jaipur,26.782081491123,75.858414396643,0,0.00,17-10-2016,---,---,C&S; Electric Limited
18498,4.50,KARNATAKA,Bangalore,12.911047593437,77.592031359672,0,0.00,26-08-2016,---,---,Trikona Energy Private Limited
18485,1.20,TAMIL NADU,Chennai,13.037633720351,80.149126052856,0,0.00,21-04-2016,---,---,Sun Sine Solution Pvt. Ltd.
18314,68.00,NCT OF DELHI,New Delhi,28.693572227310,77.155299425144,0,0.00,08-04-2015,---,---,C&S; Electric Limited
18310,6.00,TAMIL NADU,Chennai,13.123612351841,80.151540040969,0,0.00,18-04-2016,---,---,Sun Sine Solution Pvt. Ltd.
18307,204.00,NCT OF DELHI,New Delhi,28.703943612795,77.211272388706,0,0.00,08-04-2015,---,---,C&S; Electric Limited
18301,75.00,NCT OF DELHI,New Delhi,28.623781015912,77.101552605618,0,0.00,08-04-2015,---,---,C&S; Electric Limited
18297,40.00,GUJARAT,Surat,21.1702401,72.831060700000,0,0.00,10-06-2015,---,---,Mainframe  energy Solutions pvt ltd
18291,20.00,GUJARAT,Bharuch,21.7051358,72.995874800000,0,0.00,07-07-2015,---,---,Mainframe  energy Solutions pvt ltd
18289,16.00,GUJARAT,Surat,21.1702401,72.831060700000,0,0.00,13-01-2015,---,---,Mainframe  energy Solutions pvt ltd
18284,90.00,NCT OF DELHI,East,28.4594965,77.026638300000,0,0.00,02-02-2015,---,---,Mainframe  energy Solutions pvt ltd
18281,4.00,GUJARAT,Ahmadabad,23.0574034,72.558192700000,276000,0.00,28-12-2016,---,---,Powertrac Solar Projects Limited
18278,15.00,UTTAR PRADESH,Noida,28.5355161,77.391026499999,0,0.00,11-11-2015,---,---,Mainframe  energy Solutions pvt ltd
18273,11.00,UTTAR PRADESH,Gautam Buddha Nagar,28.609470326571,77.362264618277,0,0.00,11-01-2017,---,---,C&S; Electric Limited
18272,50.00,UTTARAKHAND,Hardwar,29.9456906,78.1642478,5542500,0.00,25-11-2016,---,---,Radical Solar Pvt. Ltd.
